"Station ID","Company Name","Location","Industry Domain","Preferred Branches","Stipend (UG)","Stipend (PG)","Facilities (Raw)","Projects","Have Accommodation?"
"5154","JPMS GR&C WCS –Process Strategy","Mumbai","Finance and Mgmt","Any","75000","0","ToOffice: -
Medical: -
FieldTA: -
Stationary: -
StationFacilitiesId: 9710
RemarkforAccommodation: 
Status: Active
Accomodation: -
FacultyId: 0
StipendForPG: 0
AccomAddressforGirls: 
Weekdays: Saturday , Sunday
OnOffice: -
FieldDA: -
SubsidizedLunch: -
Travel: -
ContactDetailsForBoys: 
AccomAddressforBoys: 
CompanyId: 4857
TillTime:  5:00PM
OtherInfo: ---------------------------------------------------------------------------------------------
Stipend: 75000
ContactDetailsForGirls: 
StartTime:  9:00AM
StationAddress: -","Project: 0
Title: GR&C WCS – transformation strategy – process strategy
Description: Wholesale Credit Solutions group is a newly created organization spanning across CB, CIB and AWM Credit Risk. This role will sit within the transformation team, a centralized team focused on reshaping the end-to-end Wholesale Credit Risk experience, while driving consistency, speed, efficiency across risk management processes.  The team is segmented in two focus areas: run the bank (restructuring current processes and policies) and change the bank (implementing strategic processes utilizing new data and machine learning solutions). 

The Transformation team is a motivated, forward thinking team comprised of high-talent individuals with a singular focus of delivering innovative solutions. The position will work extensively with cross-Wholesale risk and technology teams to ensure the implementation of the enhancements to processes, policies and data/analytics.

Position
This role will be part of the Transformation team  – process strategy team, working closely with business, risk, and technology partners to solve critical problems.  In particular, the role will focus on strategic process improvement that enhances the current End-to-End credit risk process.  
 
Responsibilities Include but not limited to: 
•	Own initiatives to resolve diverse problems identified by senior management across Wholesale Risk
•	Gather, synthesize, analyze and present project data and findings
•	Participate in working groups of senior credit officers
•	Support client stakeholders on key business decisions and change efforts
•	Develop strong trusted advisor relationships with key client stakeholders
•	Execute creative analyses, provide insight to identify issues and implement recommendations
•	Deliver strategic presentations for both internal and external audiences
•	Monitor industry trends and presents to broader team and senior executives
Good quant (stats) skills, number crunching, python coding is a plus and basic knowledge of finance. Good written and verbal communication 
•	Self-starter with the ability to solve problems creatively and deliver results while working in a dynamic, collaborative, and challenging environment
•	Strong attention to detail and accuracy is required
•	An outstanding ability to work well in cross-functional teams, analyze problems, apply quantitative analytical approaches, and communicate effectively and confidently
Sincere, team spirit and interest in research
•	Eagerness to learn about credit risk, risk parameters, stress testing and loss forecasting
It would be helpful if they are pursuing CFA/FRM etc.
Course in Analytics

Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"5162","JPMS Software Engineering Program","Bangalore","Finance and Mgmt","A3 , A7 , A8 , AA","50000","0","ToOffice: -
Medical: -
Stipend: 50000
StipendForPG: 0
AccomAddressforBoys: 
StartTime:  9:00AM
TillTime:  5:00PM
Accomodation: -
AccomAddressforGirls: 
Status: Active
Stationary: -
Travel: -
ContactDetailsForGirls: 
FieldDA: -
Weekdays: Saturday , Sunday
OtherInfo: ---
FieldTA: -
SubsidizedLunch: -
StationFacilitiesId: 9715
FacultyId: 0
RemarkforAccommodation: 
ContactDetailsForBoys: 
CompanyId: 4865
OnOffice: -
StationAddress: -","Project: 0
Title: Software Engineering Program
Description: When you work at JPMorgan Chase, you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 16 strategic technology locations worldwide, our team of more than 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning and cloud development. Our $10.8 billion annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.Through this commitment, you’ll also be exposed to ground-breaking partnerships with FinTech companies and Silicon Valley tech firms.
What to expect
You’ll start with an in-depth orientation covering our strategies, products and systems, as well as an overview of our technology community. You’ll learn how technology drives the firm’s overall efficiency, improves our risk management and enhances our clients’ experiences. 
You’ll then join a Software Engineering team within our consumer, wholesale or corporate businesses. As part of our team, you’ll gain hands-on experience, receive one-on-one mentoring, meet with senior business leaders and build your professional network while making a difference for our customers. Top performers may receive the opportunity to join us as an analyst at the end of the summer.
As a Software Engineer, you’ll make an impact by:
•	Engage in the planning, architecture, development, and implementation of applications
•	Write, modify, and test software
•	Participate in next generation technologies focused on big data, cybersecurity, DevOps and cloud, and continuous integration and deployment
•	Help grow and build technology platforms that will be used by almost half of all US households and many of the world’s most prominent corporate, institutional and government clients 
•	Knowledge of IT programming languages (Java, Python, JavaScript, Go and other programming languages, networks and databases) 
•	Strong interpersonal and communication skills 
•	Ability to thrive in a fast-paced, collaborative environment 
•	Relevant internship experience and leadership in school or community organization 
•	Fluency in English is essential 
•	Advanced knowledge of application, data and infrastructure architecture disciplines
•	Understanding of architecture and design across all systems  
•	Working proficiency in developmental toolsets 
•	Ability to collaborate with high-performing teams and individuals throughout the general firm to accomplish common goals
•	Proficiency in one or more purpose programming languages and technology capability: Java, Python, HADOOP, Robotics, Web Apps, Mobile Apps. 
•	Understanding of software skills such as business analysis, development, maintenance and software improvement 
Sincere, team spirit and interest in risk management


Skills:  - 
Students Required: 8
Min CGPA: 0
Max CGPA: 0","No"
"4846","JPMS GR&C WCS - Credit Portfolio Analytics","Mumbai","Finance and Mgmt","Any","75000","0","FacultyId: 0
Accomodation: -
OtherInfo: ----
StipendForPG: 0
AccomAddressforBoys: 
Status: Active
OnOffice: -
FieldDA: -
StationAddress: JPMS GR&C WCS - Credit Portfolio Analytics,
Mumbai
RemarkforAccommodation: 
ContactDetailsForBoys: 
CompanyId: 4548
StartTime:  9:00AM
ToOffice: -
Medical: -
FieldTA: -
Travel: -
StationFacilitiesId: 9709
Stipend: 75000
ContactDetailsForGirls: 
AccomAddressforGirls: 
TillTime:  5:00PM
Stationary: -
SubsidizedLunch: -
Weekdays: Saturday , Sunday","Project: 0
Title: GR&C WCS - Credit Portfolio Analytics
Description: Global Risk & Compliance

The Global Risk & Compliance Group is an integrated specialist team that helps facilitate risk management and compliance across the firm. The firm’s global risk management framework is designed to identify, assess and manage strategic, credit and investment, market, and operational risks. Be part of the Global Risk and Compliance Group and develop expertise in specific risk management or compliance capabilities across the lines of businesses or corporate functions within the firm. Work directly with our experienced risk professionals across the globe and gain valuable insights and industry relevant expertise.

What to Expect 

JPMorgan Chase is a leading global financial services firm with assets of $2.5 trillion and operations in more than 60 countries. The firm is a leader in investment banking, commercial banking, financial services for small business and consumers, financial transaction processing, asset management and private equity.
The Wholesale Ratings team is responsible for implementing key credit risk practices across Wholesale businesses and ensuring consistency in methodologies within Wholesale Credit Risk. The team’s areas of responsibility include risk grading methodology and the provision of data-driven insights to the originating businesses.

Job Summary and Responsibilities 
•	Primary responsibility of this role is to deliver data driven insights into the credit risk organization using business intelligence tools and big data infrastructure
•	Process both internal and external datasets using SQL and Python for analytics use cases
•	Utilize visualization tools such as Tableau, and prepare presentation materials for various stakeholders including senior management
•	Apply new and emerging analytical methods on real world data for the purposes of building solutions with a direct impact on the business line
•	Engage with stakeholders within credit organization to identify where data can inform / automate decision making
•	Assist with periodic updates to grading template updates and other reporting owned by the team

Qualifications
•	Degree in a computer science, mathematics or finance program
•	Experience and knowledge to write SQL and Python code for data analysis on large datasets is prerequisite - scripting, numpy, scipy, matplotlib, scikit-learn, jupyter notebooks is recommended
•	Experience in data analysis and dealing with large quantities of data
•	Prior experience with Excel and VBA
•	Experience in visualization tools like Tableau
•	Experience with machine learning algorithms, such as neural networks/deep learning, SVM, Random Forest, linear regression, etc.
•	Detail oriented and strong organizational skills
•	Excellent communication abilities, both written and oral; comfortable with presenting information to key senior stakeholders
•	Ability to solve problems creatively while working in a dynamic and challenging environment under tight deadlines
•	Eagerness to learn about credit risk, risk parameters, stress testing and loss forecasting
•	Additional qualifications/experience considerations: CFA/FRM a plus
Good quant (stats) skills, number crunching, python coding is a plus and basic knowledge of finance. Good written and verbal communication 
•	Experience and knowledge to write SQL and Python code for data analysis on large datasets is prerequisite - scripting, numpy, scipy, matplotlib, scikit-learn, jupyter notebooks is recommended
•	Experience in data analysis and dealing with large quantities of data
•	Prior experience with Excel and VBA
•	Experience in visualization tools like Tableau
•	Experience with machine learning algorithms, such as neural networks/deep learning, SVM, Random Forest, linear regression, etc.
Sincere, team spirit and interest in research
•	Eagerness to learn about credit risk, risk parameters, stress testing and loss forecasting
It would be helpful if they are pursuing CFA/FRM etc.
SQL, Python & Excel proficiency
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"4839","JPMS GR&C Quantitative Research – Fintech","Mumbai","Finance and Mgmt","A3 , A7 , A8 , AA , B3 , B4 , B5","100000","0","StationAddress: JPMS GR&C Quantitative Research – Fintech
AccomAddressforBoys: 
AccomAddressforGirls: 
Status: Active
Stationary: -
SubsidizedLunch: -
Weekdays: Saturday , Sunday
ContactDetailsForGirls: 
Accomodation: -
Medical: -
OtherInfo: ----
ToOffice: -
FieldDA: -
StationFacilitiesId: 9662
FacultyId: 0
ContactDetailsForBoys: 
StartTime:  9:00AM
TillTime:  5:00PM
OnOffice: -
Stipend: 100000
StipendForPG: 0
RemarkforAccommodation: 
CompanyId: 4541
FieldTA: -
Travel: -","Project: 0
Title: GR&C Quantitative Research – Fintech
Description: The Quantitative Research (QR) team of the Corporate & Investment Bank is an expert quantitative modeling group in J.P. Morgan, a worldwide leader in financial engineering, statistical modeling, and portfolio management. With more than 700 researchers worldwide, QR partners with traders, marketers, and risk managers across the globe. 
The QR team in Mumbai was established in 2015 and has grown since to provide quantitative finance support to various markets businesses includes Equities, Fixed Income, Spread, Commodities, Counterparty Credit and Wholesale Credit.
You’ll make an impact by 
•	Guiding models through the entire development lifecycle, including preparing high-quality documentation and driving the models through the internal model review & approval process
•	Analyzing as well as developing mathematical models for systematic quantitative trading strategies, for example Electronic Trading Algorithms, Index Arbitrage, Statistical Arbitrage, portfolio optimization, flow recommendation research, IOI and Market Making
•	Rapid prototyping & deployment of business intelligence tools for use by traders
•	Market microstructure research, back-testing and reporting frameworks for market-making and quoting strategies
•	Full-range of programming tasks (in C++ and Python) – problem analysis, solution determination, code design and development, integration, test, modification and documentation

•	Good in programming either C++/Python
•	background in computer algorithms and specialization (or significant coursework) low level systems (operating systems, compilers, GPUs, etc)
Skill sets:
•	The candidates must know at least one object-oriented language (preferably Python) and must be willing to code. 
•	The candidate must be interested towards Mathematics (Linear Algebra, Probability and Statistics). 
•	The candidate must be willing to solve problems in the financial domain, so must be willing to learn Finance as per the needs of the project. 
•	The candidate must be willing to take up any kind of project that QR offers, be it Technical Infrastructure projects or Modelling projects. 
•	The candidate must pay special attention in learning through the key topics mentioned in the table below even if it is not taught in the course prior to joining QR division. 
Sincere, team spirit and innovative


Skills:  - 
Students Required: 7
Min CGPA: 0
Max CGPA: 0","No"
"3392","Juniper Networks","Bangalore","Electronics","A3 , A8 , AA","43000","0","FacultyId: 0
ContactDetailsForGirls: 
AccomAddressforBoys: 
CompanyId: 3109
TillTime:  5:00PM
Accomodation: -
Travel: -
OtherInfo: -
Stipend: 43000
ContactDetailsForBoys: 
OnOffice: -
ToOffice: -
Stationary: -
Weekdays: Saturday , Sunday
StationAddress: Juniper Networks Elnath Building Prestige Teck Park Bellandur-Sarjapur Ring Road Bangalore 560103
RemarkforAccommodation: 
Status: Active
FieldDA: -
Medical: -
StationFacilitiesId: 9503
StipendForPG: 0
AccomAddressforGirls: 
StartTime:  8:30AM
FieldTA: -
SubsidizedLunch: -","Project: 0
Title: Next generation EDGE PFE ASIC
Description: Module level design or verification and system-C modelling
Project domain	VLSI
Skills: Basic knowledge of verilog and C. Basic knowledge of digital design. Good communication skill.
Any specific courses that student should have taken 	Digital design. 
Any other requirements	Python language.
Expected learning (in bullet points)	ASIC flow, AI, ML and digital design in industry .


Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Next generation EDGE Fabric ASIC
Description: Module level design or verification and system-C modelling
Project domain	VLSI
Skills: Basic knowledge of verilog and C. Basic knowledge of digital design. Good communication skill.
Any specific courses that student should have taken 	Digital design. 
Any other requirements	Python language.
Expected learning (in bullet points)	ASIC flow, AI, ML and digital design in industry .


Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: Next generation FPGA system
Description: Module level design or verification and system-C modelling
Project domain	VLSI
Skills: Basic knowledge of verilog and C. Basic knowledge of digital design and FPGA.
Good communication skill.
Any specific courses that student should have taken 	Digital design. 
Any other requirements	Python language.
Expected learning (in bullet points)	FPGA flow, and digital design in industry .

Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"5106","Kickdrum Technologies India Pvt. Ltd.","Bangalore","IT","A7 , A8 , AnyA7 , AnyA8 , AnyAA","35000","0","Stipend: 35000
StartTime:  9:00AM
FieldDA: No Facilitie
Stationary: No Facilities
StipendForPG: 0
RemarkforAccommodation:  not provided
ContactDetailsForGirls:   NA
AccomAddressforGirls:  NA
OnOffice: No Facilities
StationAddress: RN Chambers, 2nd Floor, Site #591, 3rd Block, Koramangala, Bangalore 560034. 
Behind Koramangala 3rd Block Watertank, in the State Bank of India building.

FacultyId: 1054
ContactDetailsForBoys:   NA
TillTime:  6:00PM
Status: Active
ToOffice: No Facilities
Medical: No Facilities
FieldTA: No Facilities
SubsidizedLunch: -
Travel: No Transport
StationFacilitiesId: 9543
AccomAddressforBoys:  NA
CompanyId: 4809
Accomodation: Students to make their own arrangements
Weekdays: Saturday , Sunday
OtherInfo: NA","Project: 0
Title: Kickdrum Technologies 
Description: 6 months program with classroom trainings and live project execution
Expected Learning 
•	Amazon Web Services (AWS)
•	UX design based problem solving
•	One Frontend and Backend programming language
Expectations
Should know one of the programming languages C, C++, Java, Python
Good communication 
Participation in coding events or Hackathons
Skills: C , C++ , Java  , Python
Students Required: 5
Min CGPA: 0
Max CGPA: 0","No"
"6122","KitaBeli Pte Ltd","Jakarta","IT","Any","40000","0","StartTime:  9:00AM
Status: Active
Medical: -
Stationary: -
SubsidizedLunch: -
OtherInfo: -
FacultyId: 0
StipendForPG: 0
ContactDetailsForBoys: 
CompanyId: 5823
OnOffice: -
FieldDA: -
FieldTA: -
Travel: -
Stipend: 40000
RemarkforAccommodation: 
ContactDetailsForGirls: 
AccomAddressforBoys: 
AccomAddressforGirls: 
Accomodation: Students to make their own arrangements
ToOffice: -
Weekdays: Saturday , Sunday
StationFacilitiesId: 9740
StationAddress: KitaBeli Pte Ltd
Jl Gunung Sahari No. 2 D RT.

001 RW. 003
Gunung Sahari Utara Sawah
Besar
Kota Adm Jakarta Pusat DKI
Jakarta
TillTime:  6:00PM","Project: 0
Title: KitaBeli - Social Commerce Android App
Description: KitaBeli is a Social commerce platform
focused on FMCG and Daily essentials. Our
users create groups to buy daily necessities
at cheap prices. Conceptualise and build
new features for the app that help the
company achieve their major goals*Expected learning : Gain full understanding of inner
workings of eCommerce companies
2. Exposure to latest tech in android
development
3. Enhance your understanding of app
development with a big android
project. android
navigation, good with android design
pattern
Skills: Android Development , Java  , Kotlin
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: eCommerce Logistics and Delivery System
Description: Full stack development of middle and last mile
delivery system. Develop and maintain
dashboards, backend flows and algorithms to
ensure timely delivery of orders placed by users.*other Skill:Good communication, Fast learner, ability to
understand complex systems and implement
solutions*Expected learning: 4. Gain full understanding of inner workings

of eCommerce companies
5. Learn about large scalable Microservices
and complex system
6. Hands on experience with the latest
technology stack.
Skills: Java  , React JS
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"5196","JPMS Software Engineering Program","Mumbai","Finance and Mgmt","A3 , A7 , A8 , AA","50000","0","AccomAddressforBoys: 
Accomodation: -
Medical: -
FieldTA: -
Weekdays: Saturday , Sunday
SubsidizedLunch: -
Stipend: 50000
StipendForPG: 0
RemarkforAccommodation: 
ContactDetailsForGirls: 
CompanyId: 4899
StartTime:  9:00AM
TillTime:  5:00PM
ContactDetailsForBoys: 
OnOffice: -
FieldDA: -
Travel: -
OtherInfo: ----------------------------------------
StationFacilitiesId: 9716
FacultyId: 0
AccomAddressforGirls: 
Status: Active
ToOffice: -
Stationary: -
StationAddress:","Project: 0
Title: Software Engineering Program
Description: When you work at JPMorgan Chase, you’re not just working at a global financial institution. You’re an integral part of one of the world’s biggest tech companies. In 16 strategic technology locations worldwide, our team of more than 50,000 technologists design, build and deploy everything from enterprise technology initiatives to big data and mobile solutions, as well as innovations in electronic payments, cybersecurity, machine learning and cloud development. Our $10.8 billion annual investment in technology enables us to hire people to create innovative solutions that will not only transform the financial services industry, but also change the world.Through this commitment, you’ll also be exposed to ground-breaking partnerships with FinTech companies and Silicon Valley tech firms.
What to expect
You’ll start with an in-depth orientation covering our strategies, products and systems, as well as an overview of our technology community. You’ll learn how technology drives the firm’s overall efficiency, improves our risk management and enhances our clients’ experiences. 
You’ll then join a Software Engineering team within our consumer, wholesale or corporate businesses. As part of our team, you’ll gain hands-on experience, receive one-on-one mentoring, meet with senior business leaders and build your professional network while making a difference for our customers. Top performers may receive the opportunity to join us as an analyst at the end of the summer.
As a Software Engineer, you’ll make an impact by:
•	Engage in the planning, architecture, development, and implementation of applications
•	Write, modify, and test software
•	Participate in next generation technologies focused on big data, cybersecurity, DevOps and cloud, and continuous integration and deployment
•	Help grow and build technology platforms that will be used by almost half of all US households and many of the world’s most prominent corporate, institutional and government clients 
•	Knowledge of IT programming languages (Java, Python, JavaScript, Go and other programming languages, networks and databases) 
•	Strong interpersonal and communication skills 
•	Ability to thrive in a fast-paced, collaborative environment 
•	Relevant internship experience and leadership in school or community organization 
•	Fluency in English is essential 
•	Advanced knowledge of application, data and infrastructure architecture disciplines
•	Understanding of architecture and design across all systems  
•	Working proficiency in developmental toolsets 
•	Ability to collaborate with high-performing teams and individuals throughout the general firm to accomplish common goals
•	Proficiency in one or more purpose programming languages and technology capability: Java, Python, HADOOP, Robotics, Web Apps, Mobile Apps. 
•	Understanding of software skills such as business analysis, development, maintenance and software improvement 
Sincere, team spirit and interest in risk management

Skills:  - 
Students Required: 5
Min CGPA: 0
Max CGPA: 0","No"
"5492","Komprise India Pvt. Ltd.","Bangalore","IT","A7","30000","0","OnOffice: -
FieldDA: -
FieldTA: -
Stipend: 30000
AccomAddressforBoys: 
StartTime:  9:00AM
Status: Active
Accomodation: -
Medical: -
Travel: -
Weekdays: Saturday , Sunday
RemarkforAccommodation: 
AccomAddressforGirls: 
OtherInfo: -
ContactDetailsForGirls: 
ToOffice: -
SubsidizedLunch: -
StationFacilitiesId: 9510
FacultyId: 0
CompanyId: 5193
TillTime:  6:00PM
Stationary: -
StationAddress: Office # 06-101, WeWork
Vaishnavi Signature, Bellandur,
Bangalore - 560078
StipendForPG: 0
ContactDetailsForBoys:","Project: 0
Title: Management of Data across various tiers of storages
Description: The project will involve
learning various cloud
technologies and help us
build a multi tenant,
micro services driven
platform to help
customers analyze and
manage data. This will
include building services
and UI while optimizing
the application for
performance and scale.
Project domain (IT, Finance, etc.) Analytics driven Cloud
Infrastructure management
Skill set required to execute the project (Technical) Advance knowledge of
CS concepts needed to
build scalable and
performant application.
Javascript or Java
knowledge is not a
requirement but nice to
have. Good written and verbal
communication in
English, ability to work
well with the team both
in India and the US.
Expected learning (in bullet points) • Understand various
cloud technologies
to be able to deliver
highly efficient cloud
services.
• Understanding of
Design, architecture
and implementation
of scalable and
performant cloud
services.
• Deep understanding
of File & object
based storage
systems while
specifically
understanding
protocols like NFS,
SMB, S3.
• Understanding
various design and
user experience
principals while
building simplified
browser based UI.
• Operations and
management of
cloud services and
deployments.
The intern will get
exposure to some or all
of above learnings based
on the project and their
performance.

Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"5134","Kredx","Bangalore","IT","A3 , A7 , A8 , AA , C6 , H103 , H112","20000","20000","Status: Active
ToOffice: No Facilities
FieldDA: No Facilitie
Travel: No Transport
StipendForPG: 20000
ContactDetailsForGirls: 
CompanyId: 4837
StartTime:  9:00AM
TillTime:  7:00PM
SubsidizedLunch: No Facilities
StationAddress: Bellandur, Bangalore
OtherInfo:  Remote Internship
StationFacilitiesId: 9616
Stipend: 20000
FacultyId: 761
RemarkforAccommodation: 
OnOffice: No Facilities
ContactDetailsForBoys: 
AccomAddressforBoys: 
AccomAddressforGirls: 
Accomodation: -
Medical: No Facilities
FieldTA: No Facilities
Stationary: No Facilities
Weekdays: Saturday , Sunday","Project: 0
Title: software development
Description: software development
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"497","KPMG","Gurgaon","Finance and Mgmt","A7 , Any","25000","0","ContactDetailsForGirls: 
AccomAddressforGirls: 
StartTime:  9:00AM
Medical: -
Travel: -
StationAddress: KPMG Building No. 10, 8th Floor, Tower B, DLF Cyber City,
Phase II, Gurgaon
Stipend: 25000
StipendForPG: 0
OtherInfo: -
FieldDA: -
Stationary: -
Weekdays: Saturday , Sunday
Status: Active
Accomodation: Students to make their own arrangements
AccomAddressforBoys: 
TillTime:  5:00PM
OnOffice: -
ToOffice: -
StationFacilitiesId: 9746
RemarkforAccommodation: 
CompanyId: 428
FieldTA: -
SubsidizedLunch: -
FacultyId: 0
ContactDetailsForBoys:","Project: 0
Title: Market Assessment and growth strategy formulation in edtech
Description: Conduct market assessment through primary and secondary research and identify growth opportunities for a fast growing client in the ed.tech space. 
Prepare a Thought Leadership on the potential of edtech sector in India.*Other soft skil: Presentation Skills 
Strong communication skills
*Expected learning : Hypothesis formulation
Market Research
Business Strategy
Financial modelling



Skills: Finance and Market Research
Students Required: 1
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Digital Transformation in Higher Education
Description: Prepare a detailed digital strategy and roadmap for digital transformation of a higher education institute in India. Also assist the client in implementation of digital solutions in the institute, effect change management. This would also require evaluation of different OEMs in the market.*Expected learning : Strategy Formulation
Stakeholder management
Primary Research
Change Management
Business Process Mapping
*Skill Req:Digital Systems
Business Process Mapping
Change Management

Skills: Digital Design , Excellent Communication skills , Good Presentation Skills
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 2
Title: Project specification (for each project) Title of project Statewide schools transformation – Social sector consulting
Description: Work with a project team that is working on a multi-year project with a State Government and International Funding Institution in preparing a roadmap and implementing a statewide transformation of public schools in the project.*Expected learning: Understanding of public education space in India
Primary Research and Secondary Research skills
Report writing* Skill : Strategy formulation
Primary and secondary research
Data Analysis of large data sets
 

Skills: Data Analysis , Excellent Communication skills , Good Presentation Skills , Writing skills
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 3
Title: Development of analytics solutions in social sector space
Description: Scan of market in India and developed countries to identify use-cases for analytics solutions.  Develop analytics solutions in education space in India across K-12 , Higher Education space. Eg. include development of a predictive model to identify at-risk students in education in India*Expected learning: Understanding of public education space in India
Primary Research and Secondary Research skills
Big data analysis*Any specific courses: Data Analytics, Programming, AI/ ML courses (optional)

Skills: Data Analysis , Python, R
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"6113","Leapus Technologies Pvt. Ltd- Business Development","Bangalore","Finance and Mgmt","Any","17000","0","RemarkforAccommodation: 
Travel: -
StationAddress: eapus Technologies Private Limited & L-172, 14th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102
Stipend: 17000
StipendForPG: 0
TillTime:  7:00PM
Status: Active
ToOffice: -
OtherInfo: -
StationFacilitiesId: 9727
ContactDetailsForBoys: 
Accomodation: Students to make their own arrangements
FieldTA: -
Stationary: -
SubsidizedLunch: -
Weekdays: Saturday , Sunday
FacultyId: 0
AccomAddressforBoys: 
CompanyId: 5814
StartTime: 11:00AM
OnOffice: -
FieldDA: -
Medical: -
ContactDetailsForGirls: 
AccomAddressforGirls:","Project: 0
Title: Growth Marketing and Business Developmen
Description: Leapus Works with a number of leading brands in India to help them develop high performing marketing campaigns as well as monitor these on a daily basis*Expected learning : Exposure to running and monitoring marketing campaigns
Skills: Marketing , Good Communication Skills
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
"6111","Leapus Technologies Pvt. Ltd- Mathematical research","Bangalore","Finance and Mgmt","B4","40000","0","TillTime:  7:00PM
Status: Active
Accomodation: Students to make their own arrangements
OnOffice: -
Stipend: 40000
AccomAddressforBoys: 
AccomAddressforGirls: 
StartTime: 11:00AM
ToOffice: -
FieldDA: -
Medical: -
Travel: -
Stationary: -
SubsidizedLunch: -
StationAddress: Leapus Technologies Private Limited & L-172, 14th Cross Rd, Sector 6, HSR Layout, Bengaluru, Karnataka 560102
OtherInfo: -
FacultyId: 0
StipendForPG: 0
ContactDetailsForBoys: 
CompanyId: 5812
StationFacilitiesId: 9725
ContactDetailsForGirls: 
RemarkforAccommodation: 
FieldTA: -
Weekdays:","Project: 0
Title: Mathematical Research and Model Development for AI based Marketing Automation
Description: Pyxis provides industry leading automation tools to some of the biggest brands in country and abroad. While marketing seems abstract at first, our tools use a deep understanding of various variables such as audiences, bids, trends, etc. to identify the relationships between them and manipulate them to consistently deliver great results.

This project involves using advance mathematical skills to design, analyze and develop computational methods and mathematical models to solve real world digital marketing problems. The applicant is expected to combine marketing analytics with data modelling. This may involve realizing previously unknown relationships with respect to the marketing data points as well as adapting existing research to better serve our business goals and run high performance brand campaigns. *Other soft skill : Applicant should good communication skills
Analytical thinker with strong conceptual and problem-solving skills.
Meticulous attention to detail
Ability to work under pressure and meet tight deadlines
*Any other requirements: Should have done prior projects in Mathematical Analysis. Having a published paper in any reputed journal is highly preferable*Expected learning: Development of industry-based problem identification and problem-solving abilities 
A deep understanding of digital marketing as an industry.
A hand-on approach in designing viable products as well as deploying them for various use cases. 
Skills: Good Mathematical Skills , Mathematical modeling , statistical modelling
Students Required: 2
Min CGPA: 0
Max CGPA: 0","No"
"5562","Krishi Network (Cultino Agrotech Pvt. Ltd.)","Gurgaon","IT","A7 , AnyA7 , C6B4","15000","0","StationFacilitiesId: 9518
FacultyId: 0
ContactDetailsForBoys: 
TillTime:  7:00PM
OnOffice: -
Stipend: 15000
RemarkforAccommodation: 
AccomAddressforBoys: 
Medical: -
FieldTA: -
SubsidizedLunch: -
Weekdays: Sunday
StationAddress: Krishi Network Smartworks, 7th Floor Tower B, Unitech Cyber Park,  Sec. 39, Gurgaon - 122003
StipendForPG: 0
ContactDetailsForGirls: 
AccomAddressforGirls: 
CompanyId: 5263
Status: Active
Stationary: -
OtherInfo: -
StartTime: 10:00AM
Accomodation: -
ToOffice: -
FieldDA: -
Travel: -","Project: 0
Title: Software Engineering
Description: This project is designed to make our architecture more robust so that we are able to handle traffic of 20 million farmers. Currently our system handles traffic from our netw3ork of 2 million farmers. this will also involve improving content recommendation algorithms to power user feed
Project Domain:  IT
Skills: Python (Flask / Django), PostgreSQL, Linux, Communication, Critical thinking, Problem Solving
any specific course: Data structures & algorithms, System Design, Machine Learning
Expected Learning: System design for large scale applications, Practical coding practices like Unit testing, CI/CD, Code reviews
Skills:  - 
Students Required: 2
Min CGPA: 0
Max CGPA: 0

Project: 1
Title: Growth Engineering
Description: This project ios designed to increase retention and fuel app growth by analysing & predicting farmer needs & app usage behaviour, Aim is to scale the current farmers network from 2 millions to 20 millions
Project Domain: IT
Skills: Statistical techniques, Python, Communication, critical thinking, problem solving
Expected learning: Growth, Agriculture Domain, Resillence
Skills:  - 
Students Required: 1
Min CGPA: 0
Max CGPA: 0","No"
